0,0,0,0,1,0.001,0.1,0,0,0,1,0,0,0.001,0.5,0.1,0.8,-0.00025673,0.00026862,-0.00029161,-0.0032261,-0.0129,0.014851
0.1,0.1,0.0001,0.01,1,0.003,0.1,0,0,5e-05,1,0,0,0.001,0.49999,0.10005,0.8,-0.0010524,0.000317,0.0003348,0.10655,-0.0059152,0.01163
0.2,0.2,0.0004,0.02,0.99999,0.005,0.1,0,0,0.0001,1,0,0,0.001,0.49998,0.1001,0.8,-0.0018496,0.00040977,0.0018748,0.19954,-0.013332,0.0077572
0.3,0.3,0.0009,0.03,0.99998,0.007,0.1,0,0,0.00015,1,0,0,0.001,0.49997,0.10015,0.8,-0.00018997,0.00053481,0.00062053,0.2978,-0.0012319,0.035263
0.4,0.4,0.0016,0.04,0.99997,0.0089999,0.1,0,0,0.0002,1,0,0,0.001,0.49996,0.1002,0.8,-0.00051391,0.00020252,0.00067966,0.40595,0.010955,0.036942
0.5,0.49999,0.0025,0.05,0.99995,0.011,0.1,0,0,0.00025,1,0,0,0.001,0.49995,0.10025,0.8,-0.0010773,0.00037462,0.00032068,0.49074,0.001885,0.056393
0.6,0.59999,0.0036,0.06,0.99994,0.013,0.1,0,0,0.0003,1,0,0,0.001,0.49994,0.1003,0.8,-0.00097003,-0.0002182,0.0012179,0.59514,0.00019163,0.057094
0.7,0.69998,0.0049,0.07,0.99992,0.015,0.1,0,0,0.00035,1,0,0,0.001,0.49993,0.10035,0.8,1.0732e-05,0.00030395,0.00067837,0.69226,0.026414,0.079321
0.8,0.79997,0.0063999,0.08,0.99989,0.017,0.1,0,0,0.0004,1,0,0,0.001,0.49992,0.1004,0.8,-6.4798e-05,-0.0011787,0.00076876,0.78506,-0.0076692,0.081222
0.9,0.89996,0.0080999,0.09,0.99986,0.018999,0.1,0,0,0.00045,1,0,0,0.001,0.49991,0.10045,0.8,-0.00045497,0.00068376,0.00062863,0.91081,0.0037868,0.10779
1,0.99995,0.0099998,0.1,0.99983,0.020999,0.1,0,0,0.0005,1,0,0,0.001,0.4999,0.1005,0.8,0.0015956,0.0002192,0.00020264,0.99973,0.015633,0.094844
1.1,1.0999,0.0121,0.11,0.9998,0.022999,0.1,0,0,0.00055,1,0,0,0.001,0.49989,0.10055,0.8,-0.00096214,0.00014208,0.0010187,1.0922,0.019827,0.1107
1.2,1.1999,0.0144,0.12,0.99977,0.024999,0.1,0,0,0.0006,1,0,0,0.001,0.49988,0.1006,0.8,-0.00011711,0.00021139,0.0017348,1.1976,0.0091332,0.10931
1.3,1.2999,0.0169,0.13,0.99973,0.026998,0.1,0,0,0.00065,1,0,0,0.001,0.49987,0.10065,0.8,0.0011788,0.0017841,0.0026317,1.2953,0.010662,0.1282
1.4,1.3999,0.019599,0.14,0.99968,0.028998,0.1,0,0,0.0007,1,0,0,0.001,0.49986,0.1007,0.8,-5.3739e-05,-2.0035e-05,0.0005138,1.3959,0.0069565,0.13809
1.5,1.4998,0.022499,0.15,0.99964,0.030998,0.1,0,0,0.00075,1,0,0,0.001,0.49985,0.10075,0.8,0.0015513,4.4386e-05,0.00094017,1.5015,0.020778,0.14546
1.6,1.5998,0.025599,0.16,0.99959,0.032997,0.1,0,0,0.0008,1,0,0,0.001,0.49984,0.1008,0.8,0.00042015,-0.00095288,0.0018573,1.601,0.018213,0.15874
1.7,1.6998,0.028899,0.17,0.99954,0.034996,0.1,0,0,0.00085,1,0,0,0.001,0.49983,0.10085,0.8,-3.0603e-05,-0.0011701,0.0012569,1.7111,0.037448,0.16408
1.8,1.7997,0.032398,0.18,0.99949,0.036996,0.1,0,0,0.0009,1,0,0,0.001,0.49982,0.1009,0.8,-0.00067904,-0.00043432,0.00058218,1.8014,0.032054,0.18964
1.9,1.8997,0.036098,0.19,0.99943,0.038995,0.1,0,0,0.00095,1,0,0,0.001,0.49981,0.10095,0.8,-0.00058231,-9.0711e-05,0.0023071,1.9034,0.028824,0.1712
2,1.9996,0.039997,0.2,0.99937,0.040994,0.1,0,0,0.001,1,0,0,0.001,0.4998,0.101,0.8,-0.00093982,-0.00031195,0.00078954,1.9861,0.049525,0.1967
2.1,2.0995,0.044097,0.21,0.99931,0.042993,0.1,0,0,0.00105,1,0,0,0.001,0.49979,0.10105,0.8,0.0028843,0.0012794,0.00209,2.1057,0.052053,0.20386
2.2,2.1995,0.048396,0.22,0.99924,0.044992,0.1,0,0,0.0011,1,0,0,0.001,0.49978,0.1011,0.8,0.0015219,-0.00073694,0.0025298,2.2096,0.040442,0.21818
2.3,2.2994,0.052895,0.23,0.99917,0.046991,0.1,0,0,0.00115,1,0,0,0.001,0.49977,0.10115,0.8,-0.0012714,-0.0020322,0.0013001,2.2883,0.051031,0.22255
2.4,2.3993,0.057594,0.24,0.9991,0.04899,0.1,0,0,0.0012,1,0,0,0.001,0.49976,0.1012,0.8,-0.0021009,0.00027276,0.00068426,2.3915,0.053952,0.2554
2.5,2.4992,0.062493,0.25,0.99902,0.050989,0.1,0,0,0.00125,1,0,0,0.001,0.49975,0.10125,0.8,-2.9719e-05,0.00033759,6.6274e-05,2.4988,0.060708,0.24768
2.6,2.5991,0.067592,0.26,0.99895,0.052988,0.1,0,0,0.0013,1,0,0,0.001,0.49974,0.1013,0.8,0.00071779,-0.00055608,0.0011081,2.6132,0.067695,0.25197
2.7,2.699,0.072891,0.27,0.99887,0.054986,0.1,0,0,0.00135,1,0,0,0.001,0.49973,0.10135,0.8,-0.0003462,-0.0010789,0.0020295,2.7098,0.078295,0.26492
2.8,2.7989,0.07839,0.28,0.99878,0.056985,0.1,0,0,0.0014,1,0,0,0.001,0.49972,0.1014,0.8,0.00090059,0.0012489,0.0015371,2.8096,0.073977,0.28434
2.9,2.8988,0.084088,0.29,0.99869,0.058983,0.1,0,0,0.00145,1,0,0,0.001,0.49971,0.10145,0.8,-0.00047221,0.00024424,0.0015557,2.8972,0.085259,0.2825
3,2.9987,0.089987,0.3,0.9986,0.060981,0.1,0,0,0.0015,1,0,0,0.001,0.4997,0.1015,0.8,0.0012799,0.0002977,0.0017241,3.0062,0.097916,0.29065
3.1,3.0985,0.096085,0.31,0.99851,0.062979,0.1,0,0,0.00155,1,0,0,0.001,0.49969,0.10155,0.8,0.00080457,0.0012016,0.0018115,3.1073,0.090039,0.31381
3.2,3.1984,0.10238,0.32,0.99842,0.064977,0.1,0,0,0.0016,1,0,0,0.001,0.49968,0.1016,0.8,6.5072e-05,-0.0012569,0.00050184,3.2014,0.095357,0.3166
3.3,3.2982,0.10888,0.33,0.99832,0.066975,0.1,0,0,0.00165,1,0,0,0.001,0.49967,0.10165,0.8,0.0010463,-0.00046859,0.00079322,3.294,0.10551,0.31241
3.4,3.398,0.11558,0.34,0.99821,0.068973,0.1,0,0,0.0017,1,0,0,0.001,0.49966,0.1017,0.8,-0.00019491,0.00034971,0.0015632,3.4031,0.10577,0.35131
3.5,3.4979,0.12247,0.35,0.99811,0.07097,0.1,0,0,0.00175,1,0,0,0.001,0.49965,0.10175,0.8,-0.00070333,-0.0021796,0.0015755,3.5214,0.11948,0.34807
3.6,3.5977,0.12957,0.36,0.998,0.072968,0.1,0,0,0.0018,1,0,0,0.001,0.49964,0.1018,0.8,0.0015154,-0.0001788,0.0018891,3.5983,0.14575,0.37031
3.7,3.6975,0.13687,0.37,0.99789,0.074965,0.1,0,0,0.00185,1,0,0,0.001,0.49963,0.10185,0.8,-0.0016285,0.00031606,0.00077387,3.7012,0.15323,0.37231
3.8,3.7973,0.14437,0.38,0.99778,0.076962,0.1,0,0,0.0019,1,0,0,0.001,0.49962,0.1019,0.8,-0.0001792,0.0015592,0.00090478,3.7883,0.13524,0.38299
3.9,3.897,0.15206,0.39,0.99766,0.078959,0.1,0,0,0.00195,1,0,0,0.001,0.49961,0.10195,0.8,-0.00044643,-0.0005675,0.00095436,3.881,0.14602,0.3807
4,3.9968,0.15996,0.4,0.99754,0.080956,0.1,0,0,0.002,1,0,0,0.001,0.4996,0.102,0.8,0.0013962,0.0002677,0.0018061,4.0057,0.15358,0.40916
